Entry	Entry Name	Gene Names	Protein names	Gene Ontology IDs
P45470	YHBO_ECOLI	yhbO b3153 JW5529	Protein/nucleic acid deglycase 2 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Maillard deglycase)	GO:0005829; GO:0006281; GO:0006979; GO:0009268; GO:0009408; GO:0009411; GO:0019172; GO:0030091; GO:0036524; GO:0042802; GO:0106044
P45475	UBIV_ECOLI	ubiV yhbV b3159 JW5530	Ubiquinone biosynthesis hydroxylase UbiV (EC 1.97.1.15) (2-(all-trans-polyprenyl)phenol 6-hydroxylase subunit UbiV)	GO:0006744; GO:0046872; GO:0051539
P45508	YFAL_ECOLI	yfaL yfaF yfaJ yfaK b2233 JW2227	Probable autotransporter YfaL [Cleaved into: Probable secreted autotransporter protein YfaL; Probable autotransporter YfaL translocator]	GO:0005576; GO:0006508; GO:0008236; GO:0009279; GO:0009411; GO:0009986; GO:0042597; GO:0043709
P45527	UBIU_ECOLI	ubiU yhbU b3158 JW3127	Ubiquinone biosynthesis hydroxylase UbiU (EC 1.97.1.15) (2-(all-trans-polyprenyl)phenol 6-hydroxylase subunit UbiU)	GO:0006744; GO:0046872; GO:0051539
P45541	FRLC_ECOLI	frlC yhfO yhfP b4474 JW5699	Fructoselysine 3-epimerase (EC 5.1.3.41)	GO:0016857; GO:0042802; GO:0046348; GO:0046872
P45562	XAPB_ECOLI	xapB b2406 JW2397	Xanthosine permease (Xanthosine transporter)	GO:0005337; GO:0005886; GO:0015212; GO:0015213; GO:0015293; GO:0015553; GO:0015858; GO:0016020; GO:0055086
P45563	XAPA_ECOLI	xapA pndA b2407 JW2398	Purine nucleoside phosphorylase 2 (EC 2.4.2.1) (Inosine-guanosine phosphorylase) (Purine nucleoside phosphorylase II) (PNP II) (Xanthosine phosphorylase)	GO:0004731; GO:0005737; GO:0006148; GO:0006149; GO:0006152; GO:0006161; GO:0015949; GO:0034214; GO:0034355; GO:0042802; GO:0046115; GO:0047724; GO:0047975; GO:0055086; GO:1903228
P45568	DXR_ECOLI	dxr ispC yaeM b0173 JW0168	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	GO:0019288; GO:0030145; GO:0030604; GO:0042802; GO:0051484; GO:0070402; GO:1990065
P45577	PROQ_ECOLI	proQ yebJ yobE yoeC b1831 JW5300	RNA chaperone ProQ	GO:0003729; GO:0003730; GO:0005829; GO:0006974; GO:0007231; GO:0010608; GO:0033592; GO:0034057; GO:0044010; GO:0051050; GO:0071475; GO:1902836
P45748	TSAC_ECOLI	tsaC rimN yrdC b3282 JW3243	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Ribosome maturation factor TsaC) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	GO:0000049; GO:0002949; GO:0003725; GO:0005524; GO:0005737; GO:0005829; GO:0006364; GO:0006450; GO:0016779; GO:0061710
P45955	CPOB_ECOLI	cpoB ybgF b0742 JW0732	Cell division coordinator CpoB	GO:0030288; GO:0032991; GO:0043093; GO:0051301; GO:0070206
P45956	CAS2_ECOLI	ygbF cas2 b2754 JW5438	CRISPR-associated endoribonuclease Cas2 (EC 3.1.-.-)	GO:0003677; GO:0004519; GO:0016787; GO:0043571; GO:0051607; GO:0099048
P46022	MTGA_ECOLI	mtgA mgt yrbM b3208 JW3175	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Monofunctional biosynthetic peptidoglycan transglycosylase) (Monofunctional glycosyltransferase) (Monofunctional GTase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0009274; GO:0016763; GO:0043164; GO:0071555
P46133	ABGT_ECOLI	abgT ydaH b1336 JW5822 ECK1332	p-aminobenzoyl-glutamate transport protein (PABA-GLU transport protein)	GO:0005886; GO:0006865; GO:0015291; GO:0015293; GO:0015558; GO:0015814; GO:1902604
P46136	YDDG_ECOLI	yddG b1473 JW1469	Aromatic amino acid exporter YddG	GO:0005886; GO:0015171; GO:0015173; GO:0032973
P46139	DGCN_ECOLI	dgcN yfiN b2604 JW2585	Diguanylate cyclase DgcN (DGC) (EC 2.7.7.65)	GO:0005525; GO:0005886; GO:0007165; GO:0032153; GO:0036460; GO:0042802; GO:0043709; GO:0046872; GO:0052621; GO:1902201
P46849	RTCA_ECOLI	rtcA yhgJ yhgK b4475 JW5688	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	GO:0003963; GO:0005524; GO:0005737; GO:0006396
P46850	RTCB_ECOLI	rtcB yhgL b3421 JW3384	RNA-splicing ligase RtcB (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	GO:0003909; GO:0005525; GO:0006281; GO:0006396; GO:0006974; GO:0030145; GO:0042245; GO:0170057
P46883	AMO_ECOLI	tynA maoA b1386 JW1381	Primary amine oxidase (EC 1.4.3.21) (2-phenylethylamine oxidase) (Copper amine oxidase) (Tyramine oxidase)	GO:0005507; GO:0005509; GO:0006559; GO:0008131; GO:0009308; GO:0019607; GO:0042597; GO:0048038
P46889	FTSK_ECOLI	ftsK b0890 JW0873	DNA translocase FtsK	GO:0000917; GO:0000920; GO:0003677; GO:0005524; GO:0005886; GO:0006970; GO:0007059; GO:0009651; GO:0015616; GO:0016020; GO:0016887; GO:0032153; GO:0036121; GO:0042802; GO:0043093; GO:0043565; GO:0045893; GO:0051301; GO:0071236; GO:1990586
P46891	COF_ECOLI	cof b0446 JW0436	HMP-PP phosphatase (EC 3.6.1.-)	GO:0000287; GO:0002145; GO:0009228; GO:0016791; GO:0017001; GO:0017110
P50456	MLC_ECOLI	mlc dgsA b1594 JW1586	DNA-binding transcriptional repressor Mlc (Making large colonies protein) (Membrane linked control)	GO:0003677; GO:0005737; GO:0006351; GO:0006355; GO:0016020; GO:0042802; GO:0046872
P50457	PUUE_ECOLI	puuE goaG b1302 JW1295	4-aminobutyrate aminotransferase PuuE (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase)	GO:0005829; GO:0009447; GO:0009450; GO:0030170; GO:0034386
P50465	END8_ECOLI	nei b0714 JW0704	Endonuclease 8 (DNA glycosylase/AP lyase Nei) (EC 3.2.2.-, EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase Nei) (Endonuclease VIII)	GO:0000703; GO:0003684; GO:0003906; GO:0006284; GO:0008270; GO:0140078
P51981	AEEP_ECOLI	ycjG ycjH b1325 JW1318	L-Ala-D/L-Glu epimerase (AE epimerase) (AEE) (EC 5.1.1.20)	GO:0006518; GO:0009063; GO:0009254; GO:0016854; GO:0016855; GO:0046872; GO:0071555; GO:0103031
P52006	NUDI_ECOLI	nudI yfaO b2251 JW2245	Nucleoside triphosphatase NudI (EC 3.6.1.9) (Nucleotide diphosphatase NudI) (Pyrimidine deoxynucleoside triphosphate diphosphatase) (dCTP diphosphatase) (EC 3.6.1.12) (dTTP diphosphatase) (EC 3.6.1.-) (dUTP diphosphatase) (EC 3.6.1.23)	GO:0000287; GO:0004170; GO:0005737; GO:0016818; GO:0036218; GO:0047840
P52061	IXTPA_ECOLI	rdgB yggV b2954 JW2921	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Deoxyribonucleoside triphosphate pyrophosphohydrolase) (Inosine triphosphate pyrophosphatase) (ITPase) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	GO:0000166; GO:0000287; GO:0005737; GO:0005829; GO:0009117; GO:0009143; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0042803; GO:0047429
P52073	GLCE_ECOLI	glcE gox yghL b4468 JW5487	Glycolate oxidase subunit GlcE (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcE)	GO:0005886; GO:0019154; GO:0046296; GO:0047809; GO:0071949
P52074	GLCF_ECOLI	glcF gox yghL b4467 JW5486	Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcF) (Glycolate oxidase subunit GlcF)	GO:0005886; GO:0019154; GO:0046296; GO:0046872; GO:0047809; GO:0051539
P52095	LDCC_ECOLI	ldcC ldc ldcH b0186 JW0181	Constitutive lysine decarboxylase (LDCC) (EC 4.1.1.18)	GO:0005737; GO:0006554; GO:0008923; GO:0042802
P52101	GLRK_ECOLI	glrK yfhK b2556 JW5407	Sensor histidine kinase GlrK (EC 2.7.13.3)	GO:0000155; GO:0000156; GO:0004673; GO:0005524; GO:0005886; GO:0007165; GO:0007234; GO:0016774; GO:0030288; GO:0030295; GO:0055082; GO:0071871
P52106	CSGD_ECOLI	csgD b1040 JW1023	CsgBAC operon transcriptional regulatory protein	GO:0000976; GO:0000987; GO:0001216; GO:0001217; GO:0005886; GO:0032993; GO:0042802; GO:1900190; GO:2000144
P52126	ABPB_ECOLI	abpB yfjK b2627 JW2608	Anti-bacteriophage protein B (Probable helicase AbpB)	GO:0003676; GO:0004386; GO:0005524; GO:0010212; GO:0016787; GO:0051607
P52129	RNLA_ECOLI	rnlA std yfjN b2630 JW2611	mRNA endoribonuclease toxin LS (EC 3.1.-.-) (RNase LS) (Toxin LS)	GO:0004521; GO:0005737; GO:0006355; GO:0006402; GO:0016787; GO:0040008; GO:0042803; GO:0044010; GO:0051607; GO:0110001
P52643	LDHD_ECOLI	ldhA hslI htpH b1380 JW1375	D-lactate dehydrogenase (D-LDH) (EC 1.1.1.28) (Fermentative lactate dehydrogenase)	GO:0005829; GO:0006089; GO:0008720; GO:0009408; GO:0019664; GO:0042802; GO:0051289; GO:0070404
P54745	MNGA_ECOLI	mngA hrsA b0731 JW0720	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component (2-O-alpha-mannosyl-D-glycerate-specific phosphotransferase enzyme MngA) (Protein-Npi-phosphohistidine--2-O-alpha-mannosyl-D-glycerate phosphotransferase) [Includes: 2-O-alpha-mannosyl-D-glycerate-specific phosphotransferase enzyme IIA component (PTS system EIIA component); 2-O-alpha-mannosyl-D-glycerate-specific phosphotransferase enzyme IIB component (EC 2.7.1.195) (PTS system EIIB component); 2-O-alpha-mannosyl-D-glycerate-specific permease IIC component (PTS system EIIC component)]	GO:0005351; GO:0005886; GO:0009401; GO:0016301; GO:0022877; GO:0051476; GO:0090563; GO:0090581
P55135	RLMD_ECOLI	rlmD rumA ygcA b2785 JW2756	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190) (23S rRNA(m5U1939)-methyltransferase)	GO:0003723; GO:0005506; GO:0051539; GO:0070041; GO:0070475
P55734	YGAP_ECOLI	ygaP b2668 JW2643	Thiosulfate sulfurtransferase YgaP (EC 2.8.1.1)	GO:0004792; GO:0005886
P56100	CYDX_ECOLI	cydX ybgT b4515 JW0724	Cytochrome bd-I ubiquinol oxidase subunit X (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit X) (Cytochrome d ubiquinol oxidase subunit X)	GO:0005886; GO:0006119; GO:0016020; GO:0016679; GO:0019646; GO:0019867; GO:0070069
P56580	PTHB_ECOLI	srlE gutA gutE b2703 JW5430	PTS system glucitol/sorbitol-specific EIIB component (EC 2.7.1.198) (EII-Gut) (Enzyme II-Gut) (Glucitol/sorbitol-specific phosphotransferase enzyme IIB component)	GO:0005886; GO:0008982; GO:0009401; GO:0015795; GO:0016301; GO:0090563; GO:1902495
P56976	BLR_ECOLI	blr b4409 JW5963	Divisome-associated membrane protein Blr (Beta-lactam resistance protein)	GO:0000935; GO:0005886; GO:0016020; GO:0033554; GO:0036460; GO:0046677; GO:0051301
P60061	ADIC_ECOLI	adiC aniC yjdD yjdE b4115 JW4076	Arginine/agmatine antiporter	GO:0005886; GO:0043862; GO:1990451
P60240	RAPA_ECOLI	rapA hepA yabA b0059 JW0058	RNA polymerase-associated protein RapA (EC 3.6.4.-) (RNA polymerase-associated protein HepA)	GO:0001000; GO:0003676; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005737; GO:0016887; GO:0031507; GO:0045893; GO:0045944; GO:0140750
P60340	TRUB_ECOLI	truB yhbA b3166 JW3135	tRNA pseudouridine synthase B (EC 5.4.99.25) (Protein P35) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	GO:0000049; GO:0005829; GO:0006400; GO:0009982; GO:0031119; GO:0061818; GO:0106029; GO:0160148; GO:1990481
P60422	RL2_ECOLI	rplB b3317 JW3279	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0008270; GO:0016740; GO:0019843; GO:0022625; GO:0032297; GO:1990082
P60438	RL3_ECOLI	rplC b3320 JW3282	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0019843; GO:0022625
P60472	UPPS_ECOLI	ispU rth uppS yaeS b0174 JW0169	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	GO:0000287; GO:0005737; GO:0005829; GO:0008360; GO:0008834; GO:0009252; GO:0016094; GO:0036094; GO:0042803; GO:0043164; GO:0051301; GO:0071555
P60560	GUAC_ECOLI	guaC b0104 JW0101	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	GO:0003920; GO:0005737; GO:0005829; GO:0015951; GO:0032264; GO:0042802; GO:0046872; GO:1902560
P60595	HIS5_ECOLI	hisH b2023 JW2005	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	GO:0000105; GO:0000107; GO:0004359; GO:0009382; GO:0016829
P60624	RL24_ECOLI	rplX b3309 JW3271	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0022625; GO:0070180
P60651	SPEB_ECOLI	speB b2937 JW2904	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	GO:0005829; GO:0008295; GO:0008783; GO:0030145; GO:0033389; GO:0042802
P60664	HIS6_ECOLI	hisF b2025 JW2007	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	GO:0000105; GO:0000107; GO:0005829; GO:0009382; GO:0016829
P60716	LIPA_ECOLI	lipA lip b0628 JW0623	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	GO:0005737; GO:0005829; GO:0009107; GO:0009249; GO:0016992; GO:0042803; GO:0046872; GO:0051539
P60720	LIPB_ECOLI	lipB b0630 JW5089	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	GO:0003824; GO:0005737; GO:0009106; GO:0009107; GO:0009249; GO:0010629; GO:0016740; GO:0033819
P60723	RL4_ECOLI	rplD eryA b3319 JW3281	Large ribosomal subunit protein uL4 (50S ribosomal protein L4)	GO:0001070; GO:0002181; GO:0003677; GO:0003735; GO:0005737; GO:0005829; GO:0006353; GO:0015934; GO:0017148; GO:0019843; GO:0022625; GO:0030371; GO:0031555; GO:0042255; GO:0045892; GO:0046677; GO:0048027; GO:0060698; GO:2000766
P60752	MSBA_ECOLI	msbA b0914 JW0897	ATP-dependent lipid A-core flippase (EC 7.5.2.6) (Lipid A export ATP-binding/permease protein MsbA) (Lipid flippase)	GO:0005524; GO:0005886; GO:0006869; GO:0008289; GO:0008559; GO:0015437; GO:0015920; GO:0016020; GO:0016887; GO:0034040; GO:0034204; GO:0042802; GO:0043190; GO:0055085; GO:1990199
P60785	LEPA_ECOLI	lepA b2569 JW2553	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	GO:0003746; GO:0003924; GO:0005525; GO:0005829; GO:0005886; GO:0009268; GO:0009409; GO:0009651; GO:0042274; GO:0042802; GO:0043022; GO:0043023; GO:0043024; GO:0045727; GO:0097216
P60844	AQPZ_ECOLI	aqpZ bniP b0875 JW0859	Aquaporin Z (Bacterial nodulin-like intrinsic protein) (Water channel AqpZ)	GO:0005886; GO:0006833; GO:0006970; GO:0009992; GO:0015250; GO:0042802
P60955	LGT_ECOLI	lgt umpA b2828 JW2796	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145) (Prolipoprotein diacylglyceryl transferase)	GO:0005886; GO:0008961; GO:0009898; GO:0042158
P61175	RL22_ECOLI	rplV eryB b3315 JW3277	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0015934; GO:0022625; GO:0042255; GO:0042256; GO:0046677; GO:0070180; GO:1902626
P61316	LOLA_ECOLI	lolA lplA yzzV b0891 JW0874	Outer-membrane lipoprotein carrier protein (P20)	GO:0030288; GO:0042953; GO:0044874
P61320	LOLB_ECOLI	lolB hemM ychC b1209 JW1200	Outer-membrane lipoprotein LolB	GO:0009279; GO:0015031; GO:0030288; GO:0042157; GO:0044874
P61887	RMLA2_ECOLI	rffH rmlA2 yifG b3789 JW3763	Glucose-1-phosphate thymidylyltransferase 2 (G1P-TT 2) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 2) (dTDP-glucose synthase 2)	GO:0000271; GO:0000287; GO:0005829; GO:0008879; GO:0009243; GO:0009246; GO:0042802
P61889	MDH_ECOLI	mdh b3236 JW3205	Malate dehydrogenase (EC 1.1.1.37)	GO:0005737; GO:0005829; GO:0006096; GO:0006099; GO:0006108; GO:0006113; GO:0009061; GO:0016020; GO:0016491; GO:0016615; GO:0019898; GO:0030060; GO:0042803
P62395	SECM_ECOLI	secM srrA yacA b0097 JW5007	Secretion monitor (Gene X)	GO:0005829; GO:0006417; GO:0042597; GO:0045182
P62399	RL5_ECOLI	rplE b3308 JW3270	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	GO:0000027; GO:0000049; GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0008097; GO:0022625
P62617	ISPF_ECOLI	ispF mecS ygbB b2746 JW2716	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	GO:0006744; GO:0008270; GO:0008685; GO:0016114; GO:0019288; GO:0030145; GO:0042802; GO:0046872
P62620	ISPG_ECOLI	ispG gcpE b2515 JW2499	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) (Protein GcpE) (Protein E)	GO:0005506; GO:0005829; GO:0016114; GO:0019288; GO:0046429; GO:0046872; GO:0051539; GO:0141197
P62623	ISPH_ECOLI	ispH lytB yaaE b0029 JW0027	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase)	GO:0005829; GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051538; GO:0051539; GO:0051745
P62707	GPMA_ECOLI	gpmA gpm pgm pgmA b0755 JW0738	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	GO:0004619; GO:0005524; GO:0005737; GO:0005829; GO:0006094; GO:0042803; GO:0061621; GO:0097216
P63020	NFUA_ECOLI	nfuA gntY yhgI b3414 JW3377	Fe/S biogenesis protein NfuA	GO:0005506; GO:0005829; GO:0006979; GO:0010106; GO:0015976; GO:0016226; GO:0042803; GO:0051539; GO:0051604; GO:0140132
P63183	KUP_ECOLI	kup trkD b3747 JW5609	Low affinity potassium transport system protein Kup (Kup system potassium uptake protein)	GO:0005886; GO:0006813; GO:0015079; GO:0015387; GO:0016020; GO:0071278; GO:0071805
P63224	GMHA_ECOLI	gmhA lpcA tfrA yafI b0222 JW0212	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	GO:0005737; GO:0005829; GO:0008270; GO:0008968; GO:0009244; GO:0032991; GO:0042802; GO:0051289; GO:0097367; GO:2001061
P63228	GMHBB_ECOLI	gmhB yaeD b0200 JW0196	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	GO:0000287; GO:0005829; GO:0008270; GO:0009103; GO:0009244; GO:0034200; GO:0097171
P63235	GADC_ECOLI	gadC acsA xasA b1492 JW1487	Glutamate/gamma-aminobutyrate antiporter (Glu/GABA antiporter) (Extreme acid sensitivity protein)	GO:0005886; GO:0006865; GO:0015297; GO:0022857; GO:0051454
P63284	CLPB_ECOLI	clpB htpM b2592 JW2573	Chaperone protein ClpB (ClpB disaggregase) (Heat shock protein F84.1)	GO:0005524; GO:0005737; GO:0005829; GO:0009408; GO:0016020; GO:0016887; GO:0034605; GO:0042026; GO:0042802
P63386	MLAF_ECOLI	mlaF yrbF b3195 JW3162	Intermembrane phospholipid transport system ATP-binding protein MlaF (EC 7.6.2.-)	GO:0005524; GO:0005886; GO:0015914; GO:0016020; GO:0016887; GO:0120010; GO:0120014; GO:1990531
P63389	YHES_ECOLI	yheS b3352 JW3315	Probable ATP-binding protein YheS	GO:0003747; GO:0005524; GO:0016887
P63883	AMIC_ECOLI	amiC ygdN b2817 JW5449	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	GO:0008745; GO:0009253; GO:0030288; GO:0042597; GO:0043093; GO:0051301; GO:0071555
P64423	ZNTB_ECOLI	zntB ydaN b1342 JW1336	Zinc transport protein ZntB	GO:0000287; GO:0005385; GO:0005886; GO:0015087; GO:0015095; GO:0015295; GO:0022883; GO:0050897; GO:0071577; GO:0071578
P64461	LSRG_ECOLI	lsrG yneC b1518 JW1511	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32) (Autoinducer 2-degrading protein LsrG) (AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)	GO:0002952; GO:0005829; GO:0009372; GO:0016491; GO:0016853
P64467	CNU_ECOLI	cnu ydgT b1625 JW1617	OriC-binding nucleoid-associated protein (H-NS/StpA-binding protein 2) (Transcription modulator YdgT)	GO:0003677; GO:0036386; GO:0036411; GO:0043590; GO:0045892; GO:0060566; GO:1900232
P64483	PROXY_ECOLI	proXp-y yeaK b1787 JW1776	Multifunctional Ser/Thr-tRNA deacylase ProXp-y (EC 3.1.1.-) (Free-standing editing domain ProXp-y) (Homologous trans-editing factor ProXp-y) (ProXp-ST1) (Prolyl-tRNA synthetase insertion domain homolog ProXp-y) (ProRS INS domain homolog ProXp-y)	GO:0000049; GO:0002161; GO:0002196; GO:0005737; GO:0045903; GO:0106074
P64512	MGRB_ECOLI	mgrB yobG b1826 JW1815	PhoP/PhoQ regulator MgrB	GO:0005886; GO:0010447; GO:0070298; GO:0071286
P64524	CBTA_ECOLI	cbtA yeeV b2005 JW1987	Cytoskeleton-binding toxin CbtA (Toxin CbtA) (Toxin YeeV)	GO:0001896; GO:0005737; GO:0008092; GO:0008360; GO:0051494; GO:2000245
P64534	RCNB_ECOLI	rcnB yohN b2107 JW5346	Nickel/cobalt homeostasis protein RcnB	GO:0005507; GO:0005829; GO:0006974; GO:0010045; GO:0030288; GO:0032025; GO:0097532; GO:1901652
P64588	YQJI_ECOLI	yqjI b3071 JW3042	Transcriptional regulator YqjI	GO:0003677; GO:0003700; GO:0005829; GO:0006355; GO:0006974; GO:0045892; GO:0045893
P64594	YHAV_ECOLI	yhaV b3130 JW3099	Ribonuclease toxin YhaV (EC 3.1.-.-) (Ribonuclease YhaV)	GO:0004521; GO:0004540; GO:0006355; GO:0006402; GO:0016787; GO:0030308; GO:0040008; GO:0042803; GO:0043023; GO:0044010; GO:0110001
P64596	DOLP_ECOLI	dolP yraP b3150 JW3119	Outer membrane lipoprotein DolP	GO:0009279; GO:0032153
P64602	MLAB_ECOLI	mlaB yrbB b3191 JW5535	Intermembrane phospholipid transport system binding protein MlaB	GO:0005829; GO:0006974; GO:0015914; GO:0016020; GO:0046677; GO:0120010; GO:0120014; GO:1990531
P64604	MLAD_ECOLI	mlaD yrbD b3193 JW3160	Intermembrane phospholipid transport system binding protein MlaD	GO:0005543; GO:0005886; GO:0015914; GO:0016020; GO:0120010; GO:0120014; GO:1990531
P64606	MLAE_ECOLI	mlaE yrbE b3194 JW3161	Intermembrane phospholipid transport system permease protein MlaE	GO:0005548; GO:0005886; GO:0015914; GO:0016020; GO:0043190; GO:0120010; GO:0120014; GO:1990531
P64612	ZAPE_ECOLI	zapE yhcM b3232 JW3201	Cell division protein ZapE (Z ring-associated protein ZapE)	GO:0005524; GO:0005543; GO:0005737; GO:0016887; GO:0032153; GO:0051301
P64636	YRFG_ECOLI	yrfG b3399 JW5865	GMP/IMP nucleotidase YrfG (EC 3.1.3.5)	GO:0000287; GO:0005829; GO:0006281; GO:0008253; GO:0008967; GO:0030145
P66817	DIAA_ECOLI	diaA yraO b3149 JW3118	DnaA initiator-associating protein DiaA	GO:0006260; GO:0032298; GO:0042802; GO:0042803; GO:0097367; GO:1901135; GO:1990102
P66899	DPAL_ECOLI	ygeX b2871 JW2839	Diaminopropionate ammonia-lyase (DAPAL) (EC 4.3.1.15) (2,3-diaminopropionate ammonia-lyase) (Alpha,beta-diaminopropionate ammonia-lyase) (Diaminopropionatase)	GO:0008838; GO:0030170; GO:0042803
