# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
#(1) sigmaName. Sigma Name
## (2) regulatedName. Gene regulated by the Sigma Factor (regulated Gene)
## (3) function. Regulatory Function of the Sigma on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (4)promoterEvidences. Evidence that supports the regulation the sigma on the promoter and the promoter evidences
## (5) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)sigmaName	2)regulatedName	3)function	4)promoterEvidence	5)confidenceLevel 
sigma70	entH	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,EXP-IMP]	W 
sigma70	entS	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	envZ	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	epd	+	[COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma70	eptB	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	era	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	esrE	+	[COMP-HINF,EXP-IMP-SITE-MUTATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	evgA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	evgL	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	evgS	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	exbB	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	exbD	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	exuR	+	[EXP-IDA,EXP-IPI,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fabA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fabB	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fabD	+	[COMP-AINF,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fabF	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fabG	+	[COMP-AINF,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fabH	+	[COMP-AINF,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fadA	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fadB	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fadD	+	[EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fadI	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fadJ	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fadR	+	[COMP-HINF,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fau	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	fbaA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	S 
sigma70	fdnG	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fdnH	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fdnI	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fdx	+	[COMP-HINF,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	feaB	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	feaR	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fecI	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	C 
sigma70	fecR	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	C 
sigma70	feoA	+	[COMP-HINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	feoB	+	[COMP-HINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	feoC	+	[COMP-HINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fepA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fepB	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	S 
sigma70	fepC	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fepD	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fepE	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fepG	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fes	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fhuA	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fhuB	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fhuC	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fhuD	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fhuF	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	fimA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimB	+	[COMP-HINF,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fimC	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimD	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimE	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimF	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimG	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimH	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimI	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fimR2	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fis	+	[COMP-HINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	C 
sigma70	fiu	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fixA	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fixB	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fixC	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fixX	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fkpB	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fldB	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	flgA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgB	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgC	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgD	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgE	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgF	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgG	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgH	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgI	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgJ	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgM	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flgN	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flhA	+	[EXP-IDA,AS-TAS,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flhB	+	[EXP-IDA,AS-TAS,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	flhC	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	flhD	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	flhE	+	[EXP-IDA,AS-TAS,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliA	+	[EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fliD	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliE	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliF	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliG	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliH	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliI	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliJ	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliK	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliL	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliM	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliN	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliO	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliP	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliQ	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliR	+	[EXP-IDA,COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	fliS	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliT	+	[COMP-HINF,EXP-IDA,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fliZ	+	[EXP-IDA,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	flu	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	fmt	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fnr	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fnrS	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	focA	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	folA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	folE	+	[COMP-AINF,COMP]	W 
sigma70	folK	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fpr	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma70	frc	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	frdA	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	frdB	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	frdC	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	frdD	+	[COMP-HINF,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	frlA	+	[COMP-AINF,EXP-IMP]	W 
sigma70	frlB	+	[COMP-AINF,EXP-IMP]	W 
sigma70	frlC	+	[COMP-AINF,EXP-IMP]	W 
sigma70	frlD	+	[COMP-AINF,EXP-IMP]	W 
sigma70	frlR	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma70	frr	+	[COMP-HINF,EXP-IDA,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	? 
sigma70	frsA	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fruA	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fruB	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fruK	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	ftnA	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	ftnB	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	ftsA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	ftsH	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	ftsI	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	ftsK	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	ftsL	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	ftsO	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	ftsQ	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	ftsW	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	ftsZ	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma70	fucA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fucI	+	[AS-NAS,COMP-AINF]	W 
sigma70	fucK	+	[AS-NAS,COMP-AINF]	W 
sigma70	fucO	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fucP	+	[AS-NAS,COMP-AINF]	W 
sigma70	fucR	+	[AS-NAS,COMP-AINF]	W 
sigma70	fucU	+	[AS-NAS,COMP-AINF]	W 
sigma70	fumA	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	fumB	+	[COMP-AINF,COMP]	W 
sigma70	fumC	+	[AS-TAS,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	fur	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gabD	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma70	gabP	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma70	gabT	+	[COMP-HINF,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma70	gadA	+	[EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	gadB	+	[EXP-IEP,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	gadC	+	[EXP-IEP,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	gadE	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IEP]	S 
sigma70	gadF	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IEP]	S 
sigma70	gadX	+	[EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	galE	+	[COMP-HINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma70	galK	+	[COMP-HINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma70	galM	+	[COMP-HINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma70	galP	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,AS-NAS,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma70	galR	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	galS	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	galT	+	[COMP-HINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	C 
sigma70	gapA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	garK	+	[COMP-AINF,IC,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	garL	+	[COMP-AINF,IC,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	garP	+	[COMP-AINF,IC,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	garR	+	[COMP-AINF,IC,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	gatA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gatB	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gatC	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gatD	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gatY	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gatZ	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gcd	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gcl	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma70	gcvA	+	[AS-HYPO,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	gcvB	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma70	gcvH	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gcvP	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gcvR	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,EXP-IMP]	W 
sigma70	gcvT	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	gdhA	+	[COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IMP]	C 
sigma70	gfcA	+	[IC,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma70	glcA	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	glcB	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	glcC	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	glcD	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	glcE	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	glcF	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma70	glcG	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
