# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC01775	upp-uraA	2618871	2620872	reverse	2	upp|uraA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01776	elbB-mtgA	3349081	3350459	reverse	2	elbB|mtgA	[COMP-AINF:W]	W 
RDBECOLIOPC01777	yggG	3081913	3082671	forward	1	loiP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01778	fhuACDB	167484	173444	forward	4	fhuA|fhuC|fhuD|fhuB	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01779	sodB	1735378	1735959	forward	1	sodB		 
RDBECOLIOPC01780	speC	3107020	3109155	reverse	1	speC		 
RDBECOLIOPC01781	ndh	1166085	1167389	forward	1	ndh		 
RDBECOLIOPC01782	lpxM	1939222	1940193	reverse	1	lpxM	[COMP-AINF:W]	W 
RDBECOLIOPC01783	ftsK	933224	937213	forward	1	ftsK		 
RDBECOLIOPC01784	ykgA	316450	317136	reverse	1	ykgA	[COMP-AINF:W]	W 
RDBECOLIOPC01785	yfcJ	2438942	2440120	reverse	1	yfcJ	[COMP-AINF:W]	W 
RDBECOLIOPC01786	yehS	2211726	2212196	reverse	1	yehS	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC01787	yqhH	3158627	3158884	forward	1	yqhH	[COMP-AINF:W]	W 
RDBECOLIOPC01788	pbpG	2223938	2224870	reverse	1	pbpG	[COMP-AINF:W]	W 
RDBECOLIOPC01789	kdgK	3679419	3680348	forward	1	kdgK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01790	lfhA	248358	250070	reverse	1	lfhA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01791	queC	464852	465547	reverse	1	queC	[COMP-AINF:W]	W 
RDBECOLIOPC01792	ade	3843964	3845730	forward	1	adeD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01793	yhdU	3412621	3412800	forward	1	yhdU	[COMP-AINF:W]	W 
RDBECOLIOPC01794	yegW	2182035	2182781	reverse	1	yegW	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC01796	torCAD	1058084	1062398	forward	3	torC|torA|torD		 
RDBECOLIOPC01799	ykiC	383960	384079	forward	1	ykiC	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC01801	yjhP	4532437	4533183	reverse	1	yjhP	[COMP-AINF:W]	W 
RDBECOLIOPC01802	yhbW	3303448	3304455	forward	1	yhbW	[COMP-AINF:W]	W 
RDBECOLIOPC01803	yegJ	2151185	2151646	forward	1	yegJ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01805	ybaV	463937	464308	forward	1	ybaV	[COMP-AINF:W]	W 
RDBECOLIOPC01806	yncL	1517099	1517194	reverse	1	yncL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01807	ydiK	1769074	1770186	forward	1	ydiK	[COMP-AINF:W]	W 
RDBECOLIOPC01808	hrpA	1483061	1486963	forward	1	hrpA	[COMP-AINF:W]	W 
RDBECOLIOPC01809	tabA	4474862	4475314	forward	1	tabA	[COMP-AINF:W]	W 
RDBECOLIOPC01810	slp-dctR	3653961	3655213	forward	2	slp|dctR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01811	dfp	3812731	3813951	forward	1	dfp	[COMP-HINF:W]	W 
RDBECOLIOPC01814	hycABCDEFGHI	2842573	2850435	reverse	9	hycA|hycB|hycC|hycD|hycE|hycF|hycG|hycH|hycI	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01815	igaA	3526469	3528604	forward	1	igaA	[COMP-AINF:W]	W 
RDBECOLIOPC01816	yniB	1808697	1809233	reverse	1	yniB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01817	yeiE	2248737	2249618	reverse	1	yeiE	[COMP-AINF:W]	W 
RDBECOLIOPC01821	ybeF	660425	661378	reverse	1	ybeF	[COMP-AINF:W]	W 
RDBECOLIOPC01822	yeeY	2087329	2088258	reverse	1	yeeY	[COMP-AINF:W]	W 
RDBECOLIOPC01823	fadIJ	2457015	2460469	reverse	2	fadI|fadJ		 
RDBECOLIOPC01824	yibL	3776665	3777027	forward	1	yibL	[COMP-AINF:W]	W 
RDBECOLIOPC01826	yijE	4136108	4137013	forward	1	yijE	[COMP-AINF:W]	W 
RDBECOLIOPC01827	zraP	4201263	4201688	reverse	1	zraP		 
RDBECOLIOPC01829	ydiJ-menI-ydiH	1764934	1768685	reverse	3	ydiJ|menI|ydiH	[COMP-AINF:W]	W 
RDBECOLIOPC01830	mrr	4586949	4587863	forward	1	mrr	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01831	ybiV	859213	860028	reverse	1	ybiV	[COMP-AINF:W]	W 
RDBECOLIOPC01832	nfsB	604771	605424	reverse	1	nfsB	[COMP-AINF:W]	W 
RDBECOLIOPC01833	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	1203024	1208545	forward	10	ymfT|ymfL|ymfM|ymfN|ymfR|beeE|jayE|ymfQ|ycfK|tfaP	[COMP-AINF:W]	W 
RDBECOLIOPC01834	yhiN	3636208	3637410	reverse	1	rdsA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01835	yfjV	2772167	2773182	reverse	1	yfjV	[COMP-AINF:W]	W 
RDBECOLIOPC01836	mdoC	1107784	1108941	reverse	1	opgC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01837	yihA	4050133	4050765	reverse	1	yihA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01838	phoA-psiF	401747	403601	forward	2	phoA|psiF	[EXP-IEP:W]	W 
RDBECOLIOPC01839	ybiI	838190	838456	reverse	1	ybiI	[COMP-AINF:W]	W 
RDBECOLIOPC01840	yhaBC	3267854	3269602	forward	2	yhaB|yhaC	[COMP-AINF:W]	W 
RDBECOLIOPC01841	yfbS	2409520	2411352	reverse	1	yfbS	[COMP-AINF:W]	W 
RDBECOLIOPC01843	ppnN	2926308	2927672	forward	1	ppnN	[COMP-AINF:W]	W 
RDBECOLIOPC01844	mtr	3304573	3305817	reverse	1	mtr	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01845	kgtP	2724448	2725746	reverse	1	kgtP	[COMP-AINF:W]	W 
RDBECOLIOPC01846	leuX	4496405	4496489	forward	1	leuX	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01848	pqqL	1572407	1575202	reverse	1	pqqL	[COMP-AINF:W]	W 
RDBECOLIOPC01852	ldrB	1269703	1269810	reverse	1	ldrB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01853	alsK	4306870	4307799	reverse	1	alsK	[COMP-HINF:W]	W 
RDBECOLIOPC01854	cas3	2884553	2887219	reverse	1	cas3	[COMP-AINF:W]	W 
RDBECOLIOPC01856	insZ	1294426	1295322	reverse	1	insZ	[COMP-AINF:W]	W 
RDBECOLIOPC01860	yadI	144577	145017	forward	1	yadI	[COMP-AINF:W]	W 
RDBECOLIOPC01861	feoABC	3540163	3542964	forward	3	feoA|feoB|feoC	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC01862	htrL	3792826	3793683	reverse	1	htrL	[COMP-AINF:W]	W 
RDBECOLIOPC01863	paaXY	1463539	1465061	forward	2	paaX|paaY	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01864	cyaY	3993739	3994059	reverse	1	cyaY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01866	yeiI	2251700	2252788	forward	1	yeiI	[COMP-HINF:W]	W 
RDBECOLIOPC01869	gcvB	2942696	2942901	forward	1	gcvB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01871	fixABCX	42403	45750	forward	4	fixA|fixB|fixC|fixX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01872	asd	3573775	3574878	reverse	1	asd	[COMP-AINF:W]	W 
RDBECOLIOPC01874	mdtQ	2227323	2228758	reverse	1	mdtQ	[COMP-AINF:W]	W 
RDBECOLIOPC01875	ameF	2911051	2911450	forward	1	ameF	[EV-EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN:[]]	 
RDBECOLIOPC01876	ompL	4063603	4064295	reverse	1	ompL	[COMP-AINF:W]	W 
RDBECOLIOPC01877	rbn	2381608	2382525	forward	1	rbn	[COMP-AINF:W]	W 
RDBECOLIOPC01878	hisS	2639301	2640575	reverse	1	hisS		 
RDBECOLIOPC01879	sibC	3056851	3056991	forward	1	sibC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC01880	yifB	3948449	3949969	reverse	1	yifB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01881	ibsD	3194766	3194825	forward	1	ibsD		 
RDBECOLIOPC01882	hofQ	3519465	3520703	reverse	1	hofQ	[COMP-AINF:W]	W 
RDBECOLIOPC01883	yegL-pphC	2151711	2153128	reverse	2	yegL|pphC	[COMP-AINF:W]	W 
RDBECOLIOPC01884	yhhN	3605751	3606377	forward	1	yhhN	[COMP-AINF:W]	W 
RDBECOLIOPC01885	yafJ	244327	245094	forward	1	yafJ	[COMP-AINF:W]	W 
RDBECOLIOPC01886	ogrK	2167302	2167520	reverse	1	ogrK	[COMP-HINF:W]	W 
RDBECOLIOPC01887	dinQ	3647705	3647788	reverse	1	dinQ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01890	ybiX	838530	839207	reverse	1	ybiX	[COMP-AINF:W]	W 
RDBECOLIOPC01891	ligT	161501	162031	reverse	1	thpR	[COMP-HINF:W]	W 
RDBECOLIOPC01892	nrfABCDEFG	4287764	4294139	forward	7	nrfA|nrfB|nrfC|nrfD|nrfE|nrfF|nrfG		 
RDBECOLIOPC01893	bssR	878248	878631	forward	1	bssR	[COMP-AINF:W]	W 
RDBECOLIOPC01894	yjbS	4268809	4269012	reverse	1	yjbS	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC01896	narXL	1275179	1277618	reverse	2	narX|narL		 
RDBECOLIOPC01899	kduD	2982497	2983258	reverse	1	kduD	[COMP-AINF:W]	W 
RDBECOLIOPC01900	hemB	388753	389727	reverse	1	hemB	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC01902	rsmB	3435207	3436496	forward	1	rsmB	[COMP-HINF:W]	W 
RDBECOLIOPC01903	treA	1245679	1247376	reverse	1	treA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01904	yrhB	3584759	3585043	forward	1	yrhB	[COMP-AINF:W]	W 
RDBECOLIOPC01905	ompR-envZ	3534516	3536584	reverse	2	ompR|envZ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01906	satP	9928	10494	reverse	1	satP	[COMP-AINF:W]	W 
RDBECOLIOPC01907	hcaT	2666707	2667846	reverse	1	hcaT	[COMP-AINF:W]	W 
RDBECOLIOPC01908	yaeF	216179	217003	reverse	1	yaeF	[COMP-AINF:W]	W 
RDBECOLIOPC01909	holD-rimI-yjjG	4607803	4609323	forward	3	holD|rimI|yjjG	[COMP-AINF:W]	W 
RDBECOLIOPC01910	evgLAS	2483729	2487967	forward	3	evgL|evgA|evgS	[IC:W]	W 
RDBECOLIOPC01913	serT	1031625	1031712	reverse	1	serT	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01914	yfdONMLK	2471077	2473246	reverse	5	yfdO|yfdN|yfdM|yfdL|yfdK	[COMP-AINF:W]	W 
RDBECOLIOPC01916	potFGHI	893784	897929	forward	4	potF|potG|potH|potI	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01918	speF-potE	716946	720822	reverse	3	speFL|speF|potE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01919	fecIR	4516764	4518235	reverse	2	fecI|fecR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01920	yagU	302991	303605	forward	1	yagU	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01921	fliCX	2001912	2003606	reverse	2	fliC|fliX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01923	yibJ	3767221	3767922	forward	1	yibJ	[COMP-AINF:W]	W 
RDBECOLIOPC01924	glyVXY	4392360	4392658	forward	3	glyV|glyX|glyY	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01929	yhfXW-php-yhfUTS	3504935	3510976	reverse	6	yhfX|yhfW|php|yhfU|yhfT|yhfS	[COMP-AINF:W]	W 
RDBECOLIOPC01930	yhjR	3695997	3696185	reverse	1	yhjR	[COMP-HINF:W]	W 
RDBECOLIOPC01931	cadBA	4356470	4360031	reverse	2	cadB|cadA	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC01932	yagEF	282278	285168	forward	2	yagE|yagF	[COMP-AINF:W]	W 
RDBECOLIOPC01933	yadMLKC	149715	152812	reverse	4	yadM|yadL|yadK|yadC	[COMP-AINF:W][COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01934	frmRAB	377535	379881	reverse	3	frmR|frmA|frmB	[COMP-AINF:W]	W 
RDBECOLIOPC01935	comR	1168200	1168832	reverse	1	comR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01936	shoB	2700117	2700197	reverse	1	shoB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01937	livKHMGF	3592724	3597560	reverse	5	livK|livH|livM|livG|livF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01938	yiiF	4079751	4079969	forward	1	yiiF	[COMP-AINF:W]	W 
RDBECOLIOPC01939	alaC	2497057	2498295	reverse	1	alaC	[COMP-AINF:W]	W 
RDBECOLIOPC01940	btsSR	2212243	2214644	reverse	2	btsS|btsR	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC01941	yraH	3287426	3288010	forward	1	yraH	[COMP-AINF:W]	W 
RDBECOLIOPC01942	nhaAR	17489	19620	forward	2	nhaA|nhaR	[COMP-HINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01943	ebgAC	3222633	3226171	forward	2	ebgA|ebgC		 
RDBECOLIOPC01945	gcvA	2941650	2942567	reverse	1	gcvA		 
RDBECOLIOPC01946	ybfOC	734220	736219	forward	2	ybfO|ybfC	[COMP-AINF:W]	W 
RDBECOLIOPC01947	yaiP	382739	383935	reverse	1	yaiP	[COMP-AINF:W]	W 
RDBECOLIOPC01949	dgt	179237	180754	forward	1	dgt	[COMP-AINF:W]	W 
RDBECOLIOPC01951	lysP	2247063	2248532	reverse	1	lysP	[COMP-AINF:W]	W 
RDBECOLIOPC01952	ttcA	1411013	1411948	reverse	1	ttcA	[COMP-AINF:W]	W 
RDBECOLIOPC01953	ydcO	1504905	1506080	reverse	1	ydcO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01954	ybhB	807433	807909	reverse	1	ybhB	[COMP-AINF:W]	W 
RDBECOLIOPC01956	ybhK	815739	816647	reverse	1	ybhK	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01957	yidKJ	3856911	3860116	reverse	2	yidK|yidJ	[COMP-AINF:W]	W 
RDBECOLIOPC01958	citCDEFXG	646631	651856	reverse	6	citC|citD|citE|citF|citX|citG	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01959	esrE	4019978	4020229	forward	1	esrE	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01960	ivy	240343	240816	forward	1	ivy	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01961	yejABEF	2272364	2277889	forward	4	yejA|yejB|yejE|yejF	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01963	alaS	2819381	2822011	reverse	1	alaS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01964	polB	63429	65780	reverse	1	polB		 
RDBECOLIOPC01966	yfbP	2389116	2389964	forward	1	yfbP	[COMP-AINF:W]	W 
RDBECOLIOPC01967	rsmC	4606669	4607700	reverse	1	rsmC	[COMP-AINF:W]	W 
RDBECOLIOPC01968	yaaI	11382	11786	reverse	1	yaaI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01969	dnaQ	236067	236798	forward	1	dnaQ	[COMP-AINF:W]	W 
RDBECOLIOPC01970	efeU	1081356	1082185	forward	1	efeU	[COMP-AINF:W]	W 
RDBECOLIOPC01971	ybaK	506603	507082	reverse	1	ybaK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01974	pitB	3134872	3136371	reverse	1	pitB	[EXP-IMP:W][COMP-AINF:W]	W 
RDBECOLIOPC01975	ychH	1258791	1259069	forward	1	ychH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01977	seqA-pgm	712987	715198	forward	2	seqA|pgm	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01978	btsT	4589129	4591279	reverse	1	btsT	[COMP-AINF:W]	W 
RDBECOLIOPC01979	yihI	4051347	4051856	forward	1	yihI	[COMP-AINF:W]	W 
RDBECOLIOPC01980	trmB-yggL	3101807	3102852	reverse	2	trmB|yggL	[COMP-AINF:W]	W 
RDBECOLIOPC01981	yhjX	3710799	3712007	reverse	1	yhjX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01982	rcnAB	2185917	2187298	forward	2	rcnA|rcnB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC01983	ydeA	1617028	1618218	forward	1	ydeA		 
RDBECOLIOPC01985	yfgG	2629290	2629481	forward	1	yfgG	[COMP-AINF:W]	W 
RDBECOLIOPC01986	metF	4132616	4133506	forward	1	metF		 
RDBECOLIOPC01987	ygfZ	3041313	3042293	forward	1	ygfZ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01988	yqeG	2985847	2987076	forward	1	yqeG	[COMP-AINF:W]	W 
RDBECOLIOPC01989	rhaSR	4097736	4099494	forward	2	rhaS|rhaR	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01990	aldB	3754973	3756511	reverse	1	aldB	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01991	ymcE-gnsA	1051847	1052240	forward	2	ymcE|gnsA	[COMP-AINF:W][EXP-IEP:W]	W 
RDBECOLIOPC01992	ybiP	851014	852597	reverse	1	opgE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01993	ybhD	799622	800575	reverse	1	ybhD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01994	yjgH	4472814	4473209	reverse	1	yjgH	[COMP-AINF:W]	W 
RDBECOLIOPC01995	yhaH	3252304	3252669	forward	1	yhaH	[COMP-AINF:W]	W 
RDBECOLIOPC01996	mutH	2969662	2970351	forward	1	mutH	[COMP-AINF:W]	W 
RDBECOLIOPC01997	entS	622300	623550	forward	1	entS		 
RDBECOLIOPC01998	yjtD	4640942	4641628	forward	1	yjtD	[COMP-AINF:W]	W 
RDBECOLIOPC01999	mrp	2193059	2194168	reverse	1	mrp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC02000	yibIH	3770243	3771744	reverse	2	yibI|yibH	[COMP-AINF:W]	W 
RDBECOLIOPC02002	pheP	601959	603335	forward	1	pheP	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02003	rclABC	317726	320001	reverse	3	rclA|rclB|rclC	[COMP-AINF:W][EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02004	ylbG	529645	530016	reverse	1	ylbG	[COMP-AINF:W]	W 
RDBECOLIOPC02005	ortT	1517389	1517562	forward	1	ortT	[COMP-AINF:W]	W 
RDBECOLIOPC02006	nfo	2250840	2251697	forward	1	nfo		 
RDBECOLIOPC02007	pdeK	3683630	3685618	reverse	1	pdeK	[COMP-AINF:W]	W 
RDBECOLIOPC02008	clsA-yciU	1306821	1308645	reverse	2	clsA|yciU	[COMP-AINF:W]	W 
RDBECOLIOPC02009	fbp	4454611	4455609	reverse	1	fbp	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02011	yidX	3875438	3876094	forward	1	yidX	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02012	ydaM	1406563	1407795	reverse	1	dgcM	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02013	yecV	1961837	1961881	reverse	1	yecV	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC02014	elaA	2381082	2381543	reverse	1	elaA	[COMP-AINF:W]	W 
RDBECOLIOPC02015	sroG-ribB	3183813	3184718	reverse	2	sroG|ribB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02016	epmB	4374629	4375657	reverse	1	epmB	[COMP-AINF:W]	W 
RDBECOLIOPC02017	yabI	71351	72115	forward	1	yabI	[COMP-AINF:W]	W 
RDBECOLIOPC02018	shiA	2053643	2054959	forward	1	shiA	[COMP-AINF:W]	W 
RDBECOLIOPC02019	rpiB	4313350	4313799	forward	1	rpiB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02020	ymiD	1344647	1344775	forward	1	ymiD	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC02021	sseA	2652494	2653339	forward	1	sseA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02022	ygcW	2899488	2900273	reverse	1	ygcW	[COMP-AINF:W]	W 
RDBECOLIOPC02023	yojI	2306972	2308615	reverse	1	yojI	[COMP-AINF:W]	W 
RDBECOLIOPC02024	fieF	4106469	4107371	forward	1	fieF	[COMP-AINF:W]	W 
RDBECOLIOPC02025	msrB	1862016	1862429	reverse	1	msrB	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC02026	priC-ybaM	490110	490812	reverse	2	priC|ybaM	[COMP-AINF:W]	W 
RDBECOLIOPC02027	rpoH	3599929	3600783	reverse	1	rpoH	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02030	cynTSX	358799	361146	forward	3	cynT|cynS|cynX	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02031	gudPXD	2918045	2922100	reverse	3	gudP|gudX|gudD	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02032	intS	2466545	2467702	forward	1	intS	[COMP-AINF:W]	W 
RDBECOLIOPC02033	yhbQ	3299966	3300268	forward	1	yhbQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02034	yahO	346484	346759	forward	1	yahO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02038	tpiA	4110740	4111507	reverse	1	tpiA	[IC:W]	W 
RDBECOLIOPC02039	yfeCD	2518467	2519205	forward	2	yfeC|yfeD	[COMP-AINF:W]	W 
RDBECOLIOPC02040	yfcG	2420621	2421268	forward	1	yfcG	[COMP-AINF:W]	W 
RDBECOLIOPC02041	smpB	2754896	2755378	forward	1	smpB	[COMP-AINF:W]	W 
RDBECOLIOPC02042	symR	4579835	4579911	forward	1	symR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02043	yfjU	2771840	2772154	reverse	1	yfjU	[COMP-AINF:W]	W 
RDBECOLIOPC02044	ypjD	2747962	2748753	forward	1	ypjD	[COMP-AINF:W]	W 
RDBECOLIOPC02045	hpt	141431	141967	forward	1	hpt		 
RDBECOLIOPC02046	ygeG	2991268	2991759	forward	1	ygeG	[COMP-AINF:W]	W 
RDBECOLIOPC02047	proK	3708616	3708692	reverse	1	proK	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02049	dsrB	2024635	2024823	reverse	1	dsrB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02051	ypeA-yfeZ	2551277	2552138	reverse	2	ypeA|yfeZ	[COMP-AINF:W]	W 
RDBECOLIOPC02052	yfjI	2758985	2760394	forward	1	yfjI	[COMP-AINF:W]	W 
RDBECOLIOPC02053	rluE-nudJ	1193827	1194951	reverse	2	rluE|nudJ	[COMP-AINF:W]	W 
RDBECOLIOPC02054	ygaQ	2786397	2788649	forward	1	ygaQ	[COMP-AINF:W]	W 
RDBECOLIOPC02055	cybC	4459488	4459855	forward	1	cybC	[COMP-AINF:W]	W 
RDBECOLIOPC02056	ycgI	1223564	1223907	forward	1	ycgI	[COMP-AINF:W]	W 
RDBECOLIOPC02057	galF	2113434	2114327	reverse	1	galF	[COMP-HINF:W]	W 
RDBECOLIOPC02058	lpp	1757421	1757657	forward	1	lpp	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02059	uvrA	4271049	4273871	reverse	1	uvrA		 
